,subject,relation,object,subject_type,object_type
318,Italy,witnessed,notable declines,GPE,NOUN_CHUNK
319,spending,include,English speaking countries,NOUN_CHUNK,NOUN_CHUNK
320,Ireland,trend,public sector spending,GPE,NOUN_CHUNK
321,Changing institutional roles,coincided,consumers,NOUN_CHUNK,NOUN_CHUNK
322,research,provides,evidence,NOUN_CHUNK,NOUN_CHUNK
323,flexible market,negotiate,compensation,NOUN_CHUNK,NOUN_CHUNK
324,Workers,seen,positive,NOUN_CHUNK,NOUN_CHUNK
325,savers,face,negative outcomes,NOUN_CHUNK,NOUN_CHUNK
326,combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
327,individuals,increasing,individuals,NOUN_CHUNK,NOUN_CHUNK
328,individuals,prepare,assets,NOUN_CHUNK,NOUN_CHUNK
329,findings,suggest,deterioration,NOUN_CHUNK,NOUN_CHUNK
330,individualized social contract,meant,polarized outcomes,NOUN_CHUNK,NOUN_CHUNK
331,consumers,making,decisions,NOUN_CHUNK,NOUN_CHUNK
332,groups,experienced,negative shifts,NOUN_CHUNK,NOUN_CHUNK
333,changes,created,opportunities,NOUN_CHUNK,NOUN_CHUNK
334,Changes,affected,different groups,NOUN_CHUNK,NOUN_CHUNK
335,quintiles,consider,quintiles,NOUN_CHUNK,NOUN_CHUNK
336,metrics,include,absolute levels,NOUN_CHUNK,NOUN_CHUNK
337,middle segments,faced,negative outcomes,NOUN_CHUNK,NOUN_CHUNK
338,Data limitations,make,closer examination,NOUN_CHUNK,NOUN_CHUNK
339,white families,owned,89 percent,ORG,PERCENT
340,black Hispanic families,owned,about 3 percent,NOUN_CHUNK,PERCENT
341,median college educated black Hispanic household,had,31 percent,NOUN_CHUNK,PERCENT
342,educated black Hispanic household,had,17 and 19 percent,NOUN_CHUNK,PERCENT
343,Prior MGI research,highlighted,fact,NOUN_CHUNK,NOUN_CHUNK
344,African Americans,have,higher rate,NORP,NOUN_CHUNK
345,quintiles,spend,lower share,NOUN_CHUNK,NOUN_CHUNK
346,Younger generations,facing,challenges,NOUN_CHUNK,NOUN_CHUNK
347,Data limitations,affected,calculation,NOUN_CHUNK,NOUN_CHUNK
348,higher number,calculated,worse outcome,NOUN_CHUNK,NOUN_CHUNK
349,employment,reflect,individuals choice,NOUN_CHUNK,NOUN_CHUNK
350,Countries,exhibit,substantial variations,NOUN_CHUNK,NOUN_CHUNK
351,Japan,experienced,substantial decline,GPE,NOUN_CHUNK
352,Italy,experienced,largest increase,GPE,NOUN_CHUNK
353,South Korea,had,highest share,GPE,NOUN_CHUNK
354,young struggle,spend,large share,NOUN_CHUNK,NOUN_CHUNK
355,young people,building,wealth,NOUN_CHUNK,NOUN_CHUNK
356,person,accumulated,61 percent,NOUN_CHUNK,PERCENT
357,34-year olds,had,69 percent,NOUN_CHUNK,PERCENT
358,Urban areas,seen,employment.recovery,NOUN_CHUNK,NOUN_CHUNK
359,new responsibilities,pose,significant social challenges,NOUN_CHUNK,NOUN_CHUNK
360,31.Ten high priority challenges,need,solutions,NOUN_CHUNK,NOUN_CHUNK
361,social                 ,face,difficulties,ORG,NOUN_CHUNK
362,people,have,access,NOUN_CHUNK,NOUN_CHUNK
363,women,made,strides,NOUN_CHUNK,NOUN_CHUNK
364,labor market,has,gains,NOUN_CHUNK,NOUN_CHUNK
365,businesses,increase,productivity growth,NOUN_CHUNK,NOUN_CHUNK
366,they.create.294 Dell,offers,benefits,ORG,NOUN_CHUNK
367,job,evaluate,potential employers,NOUN_CHUNK,NOUN_CHUNK
368,workers,facing,rising employment related risks,NOUN_CHUNK,NOUN_CHUNK
369,state,introduced,bill,NOUN_CHUNK,NOUN_CHUNK
370,governments,increasing,spending,NOUN_CHUNK,NOUN_CHUNK
371,Businesses,have,flexibility,NOUN_CHUNK,NOUN_CHUNK
372,Universal basic income,received,attention,NOUN_CHUNK,NOUN_CHUNK
373,California,passes,historic gig economy rights bill,GPE,NOUN_CHUNK
374,Stable scheduling,increases,productivity,NOUN_CHUNK,NOUN_CHUNK
375,private sector businesses,beginning,to.reconsider,NOUN_CHUNK,NOUN_CHUNK
376,additional private investment,expand,housing supply,NOUN_CHUNK,NOUN_CHUNK
377,public resources,address,constraints,NOUN_CHUNK,NOUN_CHUNK
378,Berlin,announced,one,GPE,CARDINAL
379,312 countries,providing,additional funding,NOUN_CHUNK,NOUN_CHUNK
380,government,created,multiple schemes,NOUN_CHUNK,NOUN_CHUNK
381,individuals,take,mortgages,NOUN_CHUNK,NOUN_CHUNK
382,Social sector nongovernmental institutions,playing,a.     larger role,NOUN_CHUNK,NOUN_CHUNK
383,Tafel,collects,food items,ORG,NOUN_CHUNK
384,institutions,supporting,individuals,NOUN_CHUNK,NOUN_CHUNK
385,South Korea,introduced,policies,GPE,NOUN_CHUNK
386,sector,founded,Haven,NOUN_CHUNK,NOUN_CHUNK
387,Amazon,launched,virtual health clinic,ORG,NOUN_CHUNK
388,Starbucks,offering,Starbucks employees scholarships,ORG,NOUN_CHUNK
389,firms,United States,year degree,NOUN_CHUNK,NOUN_CHUNK
390,317 Intesa Sanpaolo,offering,collateral-       free loans,ORG,NOUN_CHUNK
391,United States,supports,students,GPE,NOUN_CHUNK
392,people,receive,free university education,NOUN_CHUNK,NOUN_CHUNK
393,families,helping,families,NOUN_CHUNK,NOUN_CHUNK
394,university,cracked,student debt,NOUN_CHUNK,NOUN_CHUNK
395,millennials,Forbes,help,NOUN_CHUNK,NOUN_CHUNK
396,new.technologies,require,basic financial literacy,NOUN_CHUNK,NOUN_CHUNK
397,United States,gain,access,GPE,NOUN_CHUNK
398,young people,achieve,major milestones,NOUN_CHUNK,NOUN_CHUNK
399,workers,experiencing,continued,NOUN_CHUNK,NOUN_CHUNK
400,balance,differs,ideology,NOUN_CHUNK,NOUN_CHUNK
401,public sector,increasing,spending,NOUN_CHUNK,NOUN_CHUNK
402,spending,increases,pressure,NOUN_CHUNK,NOUN_CHUNK
403,individuals,increasing,management,NOUN_CHUNK,NOUN_CHUNK
404,elderly people,stretched,certain technologies,NOUN_CHUNK,NOUN_CHUNK
405,countries,we,unsustainable public debt levels,NOUN_CHUNK,NOUN_CHUNK
406,combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
407,combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
408,12.3 -3.8,-15.5,0.5 4.8,QUANTITY,CARDINAL
409,Combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
410,Countries,provide,diversity,NOUN_CHUNK,NOUN_CHUNK
411,Broadband speed,mean,download speed,NOUN_CHUNK,NOUN_CHUNK
412,Countries,provide,diversity,NOUN_CHUNK,NOUN_CHUNK
413,Countries,provide,diversity,NOUN_CHUNK,NOUN_CHUNK
414,data,reflects,individual,NOUN_CHUNK,NOUN_CHUNK
415,individuals,work,outcomes,NOUN_CHUNK,NOUN_CHUNK
416,population,aged,15 years,NOUN_CHUNK,DATE
417,the.share,increased,4.2 percentage.points,NOUN_CHUNK,NOUN_CHUNK
418,"ex-offenders,.which",affects,prospects,PERSON,NOUN_CHUNK
419,346 High skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
420,Middle skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
421,Low skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
422,private sector Job Quality Index,Building,good jobs economy,NOUN_CHUNK,NOUN_CHUNK
423,Occupational Employment Statistics data,excludes,farming employment,NOUN_CHUNK,NOUN_CHUNK
424,349.Employee wage nonwage compensation,provides,breakdown,NOUN_CHUNK,NOUN_CHUNK
425,Civilian workers,include,those.employed,NOUN_CHUNK,NOUN_CHUNK
426,spending,excludes,government spending,NOUN_CHUNK,NOUN_CHUNK
427,households,In,negative.asset balances,NOUN_CHUNK,NOUN_CHUNK
428,exclusion,was,leadership,NOUN_CHUNK,NOUN_CHUNK
429,2000,calculated,estimated social pension spending,DATE,NOUN_CHUNK
430,projected increase,attributed,remaining increase,NOUN_CHUNK,NOUN_CHUNK
431,total working age population,change,established cutoffs,NOUN_CHUNK,NOUN_CHUNK
432,The OECD,defines,prime-age            OECD Stat,ORG,ORG
433,Actual hours,include,regular work hours,TIME,TIME
434,workers,defined,       OECD Stat,NOUN_CHUNK,NOUN_CHUNK
435,The OECD,standardized,agencies,ORG,NOUN_CHUNK
436,Temporary                Temporary employment,includes,wage salary               OECD Stat,NOUN_CHUNK,NOUN_CHUNK
437,job,employment              workers,predetermined termination,NOUN_CHUNK,NOUN_CHUNK
438,Permanent                Permanent employment,includes,wage salary               OECD Stat,NOUN_CHUNK,NOUN_CHUNK
439,job,employment              workers,predetermined,NOUN_CHUNK,NOUN_CHUNK
440,The OECD,defines,indicator,ORG,NOUN_CHUNK
441,equivalized            ,expresses,share,ORG,NOUN_CHUNK
442,income share            taxes,ordered,Inequality,NOUN_CHUNK,NOUN_CHUNK
443,Mixed income,reports,Economy,NOUN_CHUNK,NOUN_CHUNK
444,High skill              High skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
445,Middle skill             Middle skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
446,Low skill                Low skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
447,The HICP,measures,change,ORG,NOUN_CHUNK
448,Index,acquired,National,NOUN_CHUNK,NOUN_CHUNK
449,consumption segments,follow,the COICOP,NOUN_CHUNK,ORG
450,services,covers,actual monetary transactions,NOUN_CHUNK,NOUN_CHUNK
451,internet access,had,access,NOUN_CHUNK,NOUN_CHUNK
452,Nonbasic spending,refers,agencies,NOUN_CHUNK,NOUN_CHUNK
453,Basic goods spending,refers,agencies,NOUN_CHUNK,NOUN_CHUNK
454,indicator,captures,mean download speed,NOUN_CHUNK,NOUN_CHUNK
455,quality             respondents,rank,competence,NOUN_CHUNK,NOUN_CHUNK
456,Broadband,includes,a financial             Global Institute,ORG,ORG
457,healthcare             insurance,covers,cost,ORG,NOUN_CHUNK
458,indicator,measures,number,NOUN_CHUNK,NOUN_CHUNK
459,household,overcrowded,        Database,NOUN_CHUNK,NOUN_CHUNK
460,indicator,measures,number,NOUN_CHUNK,NOUN_CHUNK
461,babies,weighing,"less than 2,500 grams",NOUN_CHUNK,QUANTITY
462,standardized death rates,enable,comparability,NOUN_CHUNK,NOUN_CHUNK
463,Healthy life expectancy,applies,disability,NOUN_CHUNK,NOUN_CHUNK
464,expectancy,compute,equivalent        Organization,NOUN_CHUNK,NOUN_CHUNK
465,Indicator,measures,net wealth,NOUN_CHUNK,NOUN_CHUNK
466,net           Indicator,measures,average net wealth,NOUN_CHUNK,NOUN_CHUNK
467,net household saving rate,represents,                OECD Stat,NOUN_CHUNK,NOUN_CHUNK
468,wealth,excludes,pension plans,NOUN_CHUNK,NOUN_CHUNK
469,Net wealth,excludes,pension,NOUN_CHUNK,NOUN_CHUNK
470,people,known,pensions,NOUN_CHUNK,NOUN_CHUNK
471,Proportion,captures,level,NOUN_CHUNK,NOUN_CHUNK
472,literate,display,basic knowledge,NOUN_CHUNK,NOUN_CHUNK
473,individuals,equivalized,net wealth,NOUN_CHUNK,NOUN_CHUNK
474,than 25 percent,excludes,pension schemes,PERCENT,NOUN_CHUNK
475,individuals,equivalized,net wealth,NOUN_CHUNK,NOUN_CHUNK
476,than 50 percent,excludes,pension schemes,PERCENT,NOUN_CHUNK
477,Cboe Volatility,forecasts,volatility,NOUN_CHUNK,NOUN_CHUNK
478,metric,captures,strictness,NOUN_CHUNK,NOUN_CHUNK
479,metric,captures,strictness,NOUN_CHUNK,NOUN_CHUNK
480,Indicator,captures,share,NOUN_CHUNK,NOUN_CHUNK
481,metrics,capture,regulatory barriers,NOUN_CHUNK,NOUN_CHUNK
482,Indicator,captures,stock,NOUN_CHUNK,NOUN_CHUNK
483,indexes,measure,18 rental market regulations,NOUN_CHUNK,NOUN_CHUNK
484,healthcare           private insurance,covers,cost,NOUN_CHUNK,NOUN_CHUNK
485,active,involve,inter - personal redistribution,NOUN_CHUNK,NOUN_CHUNK
486,Social spending         Social spending,includes,spending,NOUN_CHUNK,NOUN_CHUNK
487,Social spending         Social spending,includes,spending,NOUN_CHUNK,NOUN_CHUNK
488,Public sector            Public spending,includes,direct              OECD Stat,NOUN_CHUNK,NOUN_CHUNK
489,indicator,includes,noncategorical cash benefits,NOUN_CHUNK,NOUN_CHUNK
490,indicator,includes,spending,NOUN_CHUNK,NOUN_CHUNK
491,McKinsey Global Institute,Testing,resilience,ORG,NOUN_CHUNK
492,productivity,Routledge,the day,NOUN_CHUNK,DATE
493,Nolan,Generating,Prosperity,PERSON,NOUN_CHUNK
494,inequality benefits,add,$12 trillion,NOUN_CHUNK,MONEY
495,Saint-Martin,Does,pay,PERSON,NOUN_CHUNK
496,Snower,Exploring,"a new social.contract, Brookings Institution",ORG,ORG
497,July 2019).This report,explores,question,NOUN_CHUNK,NOUN_CHUNK
498,July 2019).This report,analyzes,"3,000 counties",NOUN_CHUNK,NOUN_CHUNK
499,effort,provides,answers,NOUN_CHUNK,NOUN_CHUNK
0,research agenda,lead,high-impact.the insights,NOUN_CHUNK,NOUN_CHUNK
1,Anu Madgavkar,advise,MGI research,PERSON,NOUN_CHUNK
2,Current research,focuses,business,NOUN_CHUNK,NOUN_CHUNK
3,world,Changing,page,NOUN_CHUNK,NOUN_CHUNK
4,Questions,page,76.Acknowledgments,NOUN_CHUNK,NOUN_CHUNK
5,industry,boost,productivity,NOUN_CHUNK,NOUN_CHUNK
6,Retailers,offer,seamless,NOUN_CHUNK,NOUN_CHUNK
7,opportunities,are,inventory management,NOUN_CHUNK,NOUN_CHUNK
8,use cases,introduce,data,NOUN_CHUNK,NOUN_CHUNK
9,cycles,leading,connectivity providers,ORG,NOUN_CHUNK
10,industry players,put,upgrades,NOUN_CHUNK,NOUN_CHUNK
11,India,modernized,India,GPE,GPE
12,promise,captured,attention,NOUN_CHUNK,NOUN_CHUNK
13,value,This.implies,trillions of dollars,NOUN_CHUNK,MONEY
14,connectivity,has,ramifications,NOUN_CHUNK,NOUN_CHUNK
15,Connectivity,undergoing,evolutionary change,NOUN_CHUNK,NOUN_CHUNK
16,Existing connectivity technologies,expanding,Existing connectivity technologies,NOUN_CHUNK,NOUN_CHUNK
17,Exhibit E1.Connectivity technologies,taking,strides,NOUN_CHUNK,NOUN_CHUNK
18,providers,upgrading,existing 4 G infrastructure,NOUN_CHUNK,NOUN_CHUNK
19,low- mid - frequency 5 G networks,offer,significant,NOUN_CHUNK,NOUN_CHUNK
20,satellite constellations,represent,radical departure.2,NOUN_CHUNK,NOUN_CHUNK
21,mid - band 5G. Low earth orbit LEO satellites,deliver,breakthrough,NOUN_CHUNK,NOUN_CHUNK
22,broadband,bring,coverage,NOUN_CHUNK,NOUN_CHUNK
23,Advanced frontier connectivity,enable,new capabilities,NOUN_CHUNK,NOUN_CHUNK
24,consumers,power,internet,NOUN_CHUNK,NOUN_CHUNK
25,LEO satellites,provide,true global coverage,NOUN_CHUNK,NOUN_CHUNK
26,Connected devices,transform,healthcare,NOUN_CHUNK,NOUN_CHUNK
27,use cases,free,additional investment,NOUN_CHUNK,NOUN_CHUNK
28,Manufacturing,run,highly precise operations,NOUN_CHUNK,NOUN_CHUNK
29,growing number,incorporate,features,NOUN_CHUNK,NOUN_CHUNK
30,      GDP impact,reach,$400 billion to $650 billion,NOUN_CHUNK,MONEY
31,large representative cross - section,include,industrial consumer facing businesses,NOUN_CHUNK,NOUN_CHUNK
32,5 G,“Five ways,manufacturing,NOUN_CHUNK,NOUN_CHUNK
33,recommendations,increase,sales,NOUN_CHUNK,NOUN_CHUNK
34,use cases,boost,GDP,NOUN_CHUNK,NOUN_CHUNK
35,management,has,applicability,NOUN_CHUNK,NOUN_CHUNK
36,critical applications,has,value,NOUN_CHUNK,NOUN_CHUNK
37,value,use,cases,NOUN_CHUNK,NOUN_CHUNK
38,Advanced frontier connectivity,generate,trillions of dollars,NOUN_CHUNK,MONEY
39,cases,reach,mass adoption,NOUN_CHUNK,NOUN_CHUNK
40,E2.We,analyzed,use cases,NOUN_CHUNK,NOUN_CHUNK
41,Connectivity,unlock,value,NOUN_CHUNK,NOUN_CHUNK
42,20-30%,Identified,impact,PERCENT,NOUN_CHUNK
43,Data,complexities,Deployment constraints,NOUN_CHUNK,NOUN_CHUNK
44,use cases,require,data sharing,NOUN_CHUNK,NOUN_CHUNK
45,firms,postponed,asset,NOUN_CHUNK,NOUN_CHUNK
46,competitive dynamics,forcing,providers,NOUN_CHUNK,NOUN_CHUNK
47,China,retain,China India unique status,GPE,NOUN_CHUNK
48,China,poured,huge investment,GPE,NOUN_CHUNK
49,China,building,backbone,GPE,NOUN_CHUNK
50,form,reach,as much as 80 percent,NOUN_CHUNK,PERCENT
51,coverage rates,exceed,90 percent,NOUN_CHUNK,PERCENT
52,World,reach,only around 60 percent,ORG,PERCENT
53,affordability,limit,affordability adoption,NOUN_CHUNK,NOUN_CHUNK
54,countries,enjoy,high fiber coverage rates,NOUN_CHUNK,NOUN_CHUNK
55,Frontier connectivity,drives,required investment,NOUN_CHUNK,NOUN_CHUNK
56,efficiency benefits,justify,deployment,NOUN_CHUNK,NOUN_CHUNK
57,end,require,some $700 billion to $900 billion,NOUN_CHUNK,MONEY
58,Leaders,capture,share,NOUN_CHUNK,NOUN_CHUNK
59,Build outs,demand,major investment,NOUN_CHUNK,NOUN_CHUNK
60,research,raises,questions,NOUN_CHUNK,NOUN_CHUNK
61,offerings,gain,traction,NOUN_CHUNK,NOUN_CHUNK
62,changes,Verizon’s recent 5G Edge computing partnership.19,meaningful,NOUN_CHUNK,NOUN_CHUNK
63,applications,change,dynamic,NOUN_CHUNK,NOUN_CHUNK
64,2 billion new consumers,follow,pattern,NOUN_CHUNK,NOUN_CHUNK
65,Brian Heater,announce,5 G Edge computing partnership,PERSON,NOUN_CHUNK
66,governments.have,played,hands role,NOUN_CHUNK,NOUN_CHUNK
67,Today technology,heeds,commands,NOUN_CHUNK,NOUN_CHUNK
68,Consumers,enjoy,instant high definition video streaming,NOUN_CHUNK,NOUN_CHUNK
69,Connectivity technologies,taking,strides,NOUN_CHUNK,NOUN_CHUNK
70,users,possible,sophisticated applications,NOUN_CHUNK,NOUN_CHUNK
71,5 G networks,commanded,great deal,NOUN_CHUNK,NOUN_CHUNK
72,Existing connectivity technologies,penetrating,       domains,NOUN_CHUNK,NOUN_CHUNK
73,1.Connectivity technologies,taking,strides,NOUN_CHUNK,NOUN_CHUNK
74,providers,upgrading,existing 4 G infrastructure,NOUN_CHUNK,NOUN_CHUNK
75,generation,improve,speeds,NOUN_CHUNK,NOUN_CHUNK
76,Wi-Fi 6,make,biggest difference,ORG,NOUN_CHUNK
77,Wi-Fi 6,extends,battery,ORG,NOUN_CHUNK
78,mid - band 5 G,achieve,speeds,NOUN_CHUNK,NOUN_CHUNK
79,identification,have,applications,NOUN_CHUNK,NOUN_CHUNK
80,LPWANs,with,power,NOUN_CHUNK,NOUN_CHUNK
81,5 G networks,represent,step,NOUN_CHUNK,NOUN_CHUNK
82,generation,promise,substantial improvements,NOUN_CHUNK,NOUN_CHUNK
83,Standalone 5 G,includes,the new 5G Packet Core,NOUN_CHUNK,ORG
84,High band 5 G,offers,speeds,NOUN_CHUNK,NOUN_CHUNK
85,LEO satellites,provide,coverage,NOUN_CHUNK,NOUN_CHUNK
86,billion,connected,IoT devices,NOUN_CHUNK,NOUN_CHUNK
87,logistics networks,access,computing,NOUN_CHUNK,NOUN_CHUNK
88,stage,reflects,improvements,NOUN_CHUNK,NOUN_CHUNK
89,Advanced frontier connectivity,setting,new,NOUN_CHUNK,NOUN_CHUNK
90,Edge computing,makes,leap,NOUN_CHUNK,NOUN_CHUNK
91,while.much,playing,catch,NOUN_CHUNK,NOUN_CHUNK
92,Factory workers,use,augmented reality glasses,NOUN_CHUNK,NOUN_CHUNK
93,the IoT,deliver,precision irrigation,ORG,NOUN_CHUNK
94,sensors,monitor,public infrastructure systems,NOUN_CHUNK,NOUN_CHUNK
95,disaster management,broaden,reach,NOUN_CHUNK,NOUN_CHUNK
96,connectivity ecosystem,has,players,NOUN_CHUNK,NOUN_CHUNK
97,entry,reshaping,connectivity ecosystem,NOUN_CHUNK,NOUN_CHUNK
98,falls,Economist,another.computer revolution,NOUN_CHUNK,NOUN_CHUNK
99,Conventional providers,face,challenge,NOUN_CHUNK,NOUN_CHUNK
100,operators,overcome,technical barriers,NOUN_CHUNK,NOUN_CHUNK
101,oversupply,make,revenues,NOUN_CHUNK,NOUN_CHUNK
102,roadblocks,have,little,NOUN_CHUNK,NOUN_CHUNK
103,role.governments play,influence,connectivity markets,NOUN_CHUNK,NOUN_CHUNK
104,Future spectrum.costs,increase,capital expenditures,NOUN_CHUNK,NOUN_CHUNK
105,Reliability,implies,absence,NOUN_CHUNK,NOUN_CHUNK
106,improvements,represent,building block,NOUN_CHUNK,NOUN_CHUNK
107,consumers,power,internet,NOUN_CHUNK,NOUN_CHUNK
108,use cases,give,rise,NOUN_CHUNK,NOUN_CHUNK
109,hundreds of millions,live,huge portion,CARDINAL,NOUN_CHUNK
110,productivity growth,Some 85 percent,moves,NOUN_CHUNK,NOUN_CHUNK
111,43 Consumers,drive,larger share,NOUN_CHUNK,NOUN_CHUNK
112,internet,feeding,insatiable appetite,NOUN_CHUNK,NOUN_CHUNK
113,productivity growth,"YouTube, video consumption accounts",internet traffic,NOUN_CHUNK,NOUN_CHUNK
114,3.Consumers,generate,majority,NOUN_CHUNK,NOUN_CHUNK
115,small group,these markets,unusual share,NOUN_CHUNK,NOUN_CHUNK
116,households,generate,more than 40 percent,NOUN_CHUNK,PERCENT
117,households,use,fixed internet,NOUN_CHUNK,NOUN_CHUNK
118,sources,drive,demand,NOUN_CHUNK,NOUN_CHUNK
119,key developments,affect,demand,NOUN_CHUNK,NOUN_CHUNK
120,new connectivity technologies,operate,variety,NOUN_CHUNK,NOUN_CHUNK
121,type,offers,chance,NOUN_CHUNK,NOUN_CHUNK
122,47 Providers,offer,basic packages,NOUN_CHUNK,NOUN_CHUNK
123,Exhibit,drive,massive online video traffic,NOUN_CHUNK,NOUN_CHUNK
124,Number,use,Bitrate,NOUN_CHUNK,NOUN_CHUNK
125,Network slicing,affect,cellular connected services efficiency,NOUN_CHUNK,NOUN_CHUNK
126,settings,adding,demand,NOUN_CHUNK,NOUN_CHUNK
127,technologies,require,connectivity,NOUN_CHUNK,NOUN_CHUNK
128,Approximately 55 to 65 percent,deliver,productivity,PERCENT,NOUN_CHUNK
129,productivity,improve,labor asset or.resource productivity,NOUN_CHUNK,NOUN_CHUNK
130,large representative cross - section,include,industrial consumer facing businesses,NOUN_CHUNK,NOUN_CHUNK
131,7.We,analyzed,use cases,NOUN_CHUNK,NOUN_CHUNK
132,Connectivity,unlock,value,NOUN_CHUNK,NOUN_CHUNK
133,Example Tools,Increase,Remote monitoring            Enhancing product        New products,NOUN_CHUNK,NOUN_CHUNK
134,Frontier connectivity,analyze.enormous,quantities,NOUN_CHUNK,NOUN_CHUNK
135,extent,have,meaningful.impact,NOUN_CHUNK,NOUN_CHUNK
136,World Bank literature review,finds,economic,NOUN_CHUNK,NOUN_CHUNK
137,economic growth,see,World development report,NOUN_CHUNK,NOUN_CHUNK
138,share,remaining,under-,NOUN_CHUNK,NOUN_CHUNK
139,newly online population,gain,intermediate,NOUN_CHUNK,NOUN_CHUNK
140,advanced frontier connectivity,provide,companies,NOUN_CHUNK,NOUN_CHUNK
141,Connectivity,underpins,major changes,NOUN_CHUNK,NOUN_CHUNK
142,The decade ahead,promises,bigger shifts,DATE,NOUN_CHUNK
143,new type,has,dimensions,NOUN_CHUNK,NOUN_CHUNK
144,multiple types,estimate,some $15 billion,NOUN_CHUNK,MONEY
145,Manufacturers,monitor,condition,NOUN_CHUNK,NOUN_CHUNK
146,Service offerings,include,unsupervised towing,NOUN_CHUNK,NOUN_CHUNK
147,Predictive maintenance,represents,potential new revenue pool,NOUN_CHUNK,NOUN_CHUNK
148,passengers,optimize,passengers routes,NOUN_CHUNK,NOUN_CHUNK
149,V2P,connects,vehicles,NOUN_CHUNK,NOUN_CHUNK
150,enhanced connectivity,accelerate,development,NOUN_CHUNK,NOUN_CHUNK
151,connections,enable,live software updates,NOUN_CHUNK,NOUN_CHUNK
152,capabilities,create,meaningful value,NOUN_CHUNK,NOUN_CHUNK
153,improved connectivity,enable,80 innovations,NOUN_CHUNK,NOUN_CHUNK
154,market,given,rise,NOUN_CHUNK,NOUN_CHUNK
155,automakers,need,relevant expertise,NOUN_CHUNK,NOUN_CHUNK
156,Connectivity infrastructure              Backbone,include,5 G,NOUN_CHUNK,NOUN_CHUNK
157,plausible scenario,see,major tech player,NOUN_CHUNK,NOUN_CHUNK
158,multiple tech players,own,functional platforms,NOUN_CHUNK,NOUN_CHUNK
159,traditional automotive parts manufacturers,regard,mobility,NOUN_CHUNK,NOUN_CHUNK
160,Automakers,consider,similar approach,NOUN_CHUNK,NOUN_CHUNK
161,systems,platforms,deep capabilities,NOUN_CHUNK,NOUN_CHUNK
162,monetizing car data,require,real digital ecosystems,NOUN_CHUNK,NOUN_CHUNK
163,consumers,decline,personal data tracking,NOUN_CHUNK,NOUN_CHUNK
164,digitized healthcare system,also.have,significant indirect effects,NOUN_CHUNK,NOUN_CHUNK
165,resulting data,transmitted.on,advanced mobile connection,NOUN_CHUNK,NOUN_CHUNK
166,Remote monitoring,help,patients,NOUN_CHUNK,NOUN_CHUNK
167,analysis,includes,85 use cases,NOUN_CHUNK,NOUN_CHUNK
168,Patients,wear,sensors,NOUN_CHUNK,NOUN_CHUNK
169,Frontier.connectivity,give,remote patient monitoring systems,NOUN_CHUNK,NOUN_CHUNK
170,tools,AI-enabled decision support solutions,latest information,NOUN_CHUNK,NOUN_CHUNK
171,enhanced connectivity,foster,wider use,NOUN_CHUNK,NOUN_CHUNK
172,Telemedicine,provide,access,NOUN_CHUNK,NOUN_CHUNK
173,Advanced technologies,improve,patient outcomes,NOUN_CHUNK,NOUN_CHUNK
174,researchers,concept,vast genomic datasets,NOUN_CHUNK,NOUN_CHUNK
175,system,monitoring,patients,NOUN_CHUNK,NOUN_CHUNK
176,Israel largest healthcare organization,using,IoT based smart cabinets,NOUN_CHUNK,NOUN_CHUNK
177,14 hospitals,accelerate,digital transformation,NOUN_CHUNK,NOUN_CHUNK
178,Technology connectivity providers,play,bigger role,NOUN_CHUNK,NOUN_CHUNK
179,Automakers,use,private 5 G networks,NOUN_CHUNK,NOUN_CHUNK
180,mid - sized companies,follow,suit,NOUN_CHUNK,NOUN_CHUNK
181,Frontier connectivity,paves,way,NOUN_CHUNK,NOUN_CHUNK
182,Pickit,created,robots,NOUN_CHUNK,NOUN_CHUNK
183,Companies,capture,significant value,NOUN_CHUNK,NOUN_CHUNK
184,companies,retrofit,old equipment,NOUN_CHUNK,NOUN_CHUNK
185,companies,important,equipment,NOUN_CHUNK,NOUN_CHUNK
186,R&D,generate,some $45 billion to $75 billion,NOUN_CHUNK,MONEY
187,AI,improve,visual inspections,NOUN_CHUNK,NOUN_CHUNK
188,Early movers,started,5 G partnerships,NOUN_CHUNK,NOUN_CHUNK
189,Telefónica,with,private 5 G network,ORG,NOUN_CHUNK
190,good starting point,leveraging,experience,NOUN_CHUNK,NOUN_CHUNK
191,Audi,release,5 G,ORG,NOUN_CHUNK
192,Volkswagen,release,Industrial Cloud,ORG,ORG
193,Industry 4.0 applications,expected,traction,NOUN_CHUNK,NOUN_CHUNK
194,digital,drives,choices,NOUN_CHUNK,NOUN_CHUNK
195,roughly half,used,omnichannel services,CARDINAL,NOUN_CHUNK
196,Customers,take,Customers,NOUN_CHUNK,NOUN_CHUNK
197,one-third,flip,social media accounts,CARDINAL,NOUN_CHUNK
