,index,entities,labels,size
2175,3036,Sonia Guedan,PERSON,1
2176,3066,Steven Kotler,PERSON,1
2177,3068,Steven L. et al.,PERSON,1
2178,3130,"The Harnessing Plant Initiative
        ",ORG,1
2179,3069,Steven M. Paul et al.,PERSON,1
2180,3103,Target,ORG,1
2181,3104,Tay-Sachs,ORG,1
2182,3106,"Technologies
",ORG,1
2183,3107,Technology for Society and Industry,ORG,1
2184,3110,Teresa A.,PERSON,1
2185,3111,Teresa A. Zwolan,PERSON,1
2186,3112,Terri Colby,PERSON,1
2187,3113,Terry Spencer,PERSON,1
2188,3114,Thapar,PERSON,1
2189,3115,That same year,DATE,1
2190,3116,The American College of Obstetricians and Gynecologists,ORG,1
2191,3117,The American Society for Reproductive Medicine,ORG,1
2192,3118,"The Bill &
  Melinda Gates Foundation",ORG,1
2193,3119,The Bill & Melinda Gates Foundation,ORG,1
2194,3120,The Bio Revolution,EVENT,1
2195,3121,"The Bio Revolution
     ",WORK_OF_ART,1
2196,3122,"The Bio Revolution
                                      Four arenas of bio innovations




      ",WORK_OF_ART,1
2197,3123,"The Bio Revolution
                                Innovations",WORK_OF_ART,1
2198,3126,"The Counterproliferation Papers, Future Warfare
",WORK_OF_ART,1
2199,3127,The Court of Justice,ORG,1
2200,3128,The Current Daily,ORG,1
2201,3102,Tarek Elmasry,GPE,1
2202,3101,Tania Holt,PERSON,1
2203,3100,Tandem,ORG,1
2204,3080,SunGenomics,ORG,1
2205,3070,Steven M. et al.,PERSON,1
2206,3071,Stewart,PERSON,1
2207,3072,"Stockholm




                                                                                                                                                                                                                   Climate",ORG,1
2208,3073,Storage:,WORK_OF_ART,1
2209,3074,Story C. Landis,PERSON,1
2210,3075,Structural Biotechnology Journal,ORG,1
2211,3076,Sui-Lee Wee,PERSON,1
2212,3077,Sumitomo,ORG,1
2213,3078,"Sumitomo
Chemical",ORG,1
2214,3082,"Surgical
Neurology International",ORG,1
2215,3099,Tamar et al.,PERSON,1
2216,3085,Susan Young Rojahn,PERSON,1
2217,3086,Sustainable Food Systems,ORG,1
2218,3087,Sven,ORG,1
2219,3089,Synbiobeta,GPE,1
2220,3091,Synbionik,PERSON,1
2221,3092,Synthace,ORG,1
2222,3096,Takahashi,PERSON,1
2223,3097,Talent,ORG,1
2224,3098,Tamar Hashimshony et al.,PERSON,1
2225,3265,Vesnina,PERSON,1
2226,3266,Vesnina et al.,PERSON,1
2227,3267,Vikram Ranade,PERSON,1
2228,3442,beta-hexosaminidase,GPE,1
2229,3413,an estimated $2 trillion to $4 trillion,MONEY,1
2230,3414,an estimated 2.5 quintillion bytes,QUANTITY,1
2231,3415,an estimated 4.2 million,CARDINAL,1
2232,3416,"analogs
%",PERCENT,1
2233,3417,"animals.130


     ",ORG,1
2234,3418,animals.23,NORP,1
2235,3420,annually,DATE,1
2236,3421,antibodies.73 Overall,ORG,1
2237,3422,approved.245,ORG,1
2238,3424,"approximately $23,000",MONEY,1
2239,3425,approximately 1.3 billion tons,QUANTITY,1
2240,3426,approximately 11 to 28,CARDINAL,1
2241,3427,approximately 12 years,DATE,1
2242,3428,"approximately 5,000",CARDINAL,1
2243,3429,approximately 8 percent,PERCENT,1
2244,3431,"around
                                      400",CARDINAL,1
2245,3434,as much as $1.2 trillion,MONEY,1
2246,3435,as much as 0.8 gigatonnes,QUANTITY,1
2247,3436,as much as 10 percent,PERCENT,1
2248,3438,"at least
      two decades",DATE,1
2249,3440,at least one,CARDINAL,1
2250,3412,alterations.282,ORG,1
2251,3411,almost one,CARDINAL,1
2252,3410,almost half,CARDINAL,1
2253,3396,about a million,CARDINAL,1
2254,3384,about 15 percent,PERCENT,1
2255,3385,about 160,CARDINAL,1
2256,3386,about 25—within,CARDINAL,1
2257,3388,"about 400
      seconds",TIME,1
2258,3389,about 5 percent,PERCENT,1
2259,3390,about 50,CARDINAL,1
2260,3392,about 60%,PERCENT,1
2261,3394,about 85,CARDINAL,1
2262,3395,about 97 percent,PERCENT,1
2263,3397,about five years,DATE,1
2264,3409,almost $3 billion,MONEY,1
2265,3398,about half,CARDINAL,1
2266,3400,about one-third,CARDINAL,1
2267,3401,about ten years,DATE,1
2268,3402,accuracy.141,ORG,1
2269,3403,adoption.173,ORG,1
2270,3404,adoption.258,PERSON,1
2271,3405,"aging.283 Epigenomics
",ORG,1
2272,3406,al.,GPE,1
2273,3407,al.,ORG,1
2274,3441,begin.164,PERSON,1
2275,3443,"between
       $5 billion and $15 billion",MONEY,1
2276,3382,about 10 percent,PERCENT,1
2277,3444,between $1 and $2.50,MONEY,1
2278,3476,biomachine interface innovations,PERSON,1
2279,3477,biomachines,GPE,1
2280,3478,biomachines,NORP,1
2281,3480,biopesticides/biofertilizers,ORG,1
2282,3481,biopolymer,PERSON,1
2283,3482,biopsies.259,FAC,1
2284,3483,"biopsies.260

",ORG,1
2285,3485,"births.267

      ",ORG,1
2286,3486,brazil/a-50414340,ORG,1
2287,3487,breeding.25,ORG,1
2288,3488,"case.64

                                      A",ORG,1
2289,3492,"chapter 3
     of this report.232",LAW,1
2290,3493,chapter 4,LAW,1
2291,3494,chapter 5,LAW,1
2292,3495,chapter 6,LAW,1
2293,3499,chapter 6.5,LAW,1
2294,3501,chip”—microfluidic,ORG,1
2295,3502,"chromatography.10

Lipidomics",ORG,1
2296,3503,cisgenic,ORG,1
2297,3504,"close
years",DATE,1
2298,3505,close to 100 percent,PERCENT,1
2299,3472,biofertilizers,ORG,1
2300,3471,biobatteries,ORG,1
2301,3470,"biobank
",LOC,1
2302,3456,between about $2 trillion,MONEY,1
2303,3445,between $2 trillion and $4 trillion,MONEY,1
2304,3446,between $200 billion and $800 billion,MONEY,1
2305,3447,between $500 billion and $1.3 trillion,MONEY,1
2306,3448,between $500 million and $1 billion,MONEY,1
2307,3449,"between 1
                                      and 3 percent",CARDINAL,1
2308,3451,between 1 and 3 percent,PERCENT,1
2309,3452,between 1976 and 2016,DATE,1
2310,3453,between 2004 and 2019,DATE,1
2311,3455,"between 3 and
      ",CARDINAL,1
2312,3457,between about $25 billion,MONEY,1
2313,3468,billions,CARDINAL,1
2314,3458,between about $70 billion and $200 billion,MONEY,1
2315,3459,"between about $800 billion
       and $1.2 trillion",MONEY,1
2316,3460,between about $900 billion and $2.2 trillion,MONEY,1
2317,3461,between roughly $3 billion,MONEY,1
2318,3462,between roughly $5 billion and $10 billion,MONEY,1
2319,3463,between roughly $5 billion and $15 billion,MONEY,1
2320,3464,between roughly $50 billion,MONEY,1
2321,3466,billion U.S. dollars,MONEY,1
2322,3467,billion-dollar,MONEY,1
2323,3383,about 15,CARDINAL,1
2324,3381,about 1.2 to 1.4,CARDINAL,1
2325,3268,Vinod Khosla,PERSON,1
2326,3324,Yaniv Erlich et al.,PERSON,1
2327,3301,Wisdom Panel,ORG,1
2328,3302,"Woodhead
            Publishing Series",ORG,1
2329,3303,World,EVENT,1
2330,3304,"World
            Health Organization",ORG,1
2331,3305,World Bank,ORG,1
2332,3306,World Cup,EVENT,1
2333,3307,World Economic Forum,EVENT,1
2334,3309,"World Health Organization
       amino",ORG,1
2335,3310,World first for gene therapy,ORG,1
2336,3311,World’s first lab-grown burger,WORK_OF_ART,1
2337,3312,Wuhan,GPE,1
2338,3313,Wyss Institute,ORG,1
2339,3314,Xconomy,PERSON,1
2340,3315,Xiao-Hui et al.,PERSON,1
2341,3316,"Xin Li Xue
Bao",PERSON,1
2342,3317,Xin Li Xue Bao,PERSON,1
2343,3318,Xuemei,GPE,1
2344,3319,Xuemei Han,PERSON,1
2345,3320,Yaakov,PERSON,1
2346,2422,Medpage,PERSON,1
2347,3322,Yale,ORG,1
2348,3300,Winter Olympics,EVENT,1
2349,3299,Wilson Z. Ray,PERSON,1
2350,3298,William Herkewitz,PERSON,1
2351,3281,Walter,PERSON,1
2352,3270,Viravaidya,ORG,1
2353,3271,Vishwa Chandra,PERSON,1
2354,3273,Vitaly Negulayev,PERSON,1
2355,3274,Vivo,GPE,1
2356,3275,Volume 1,PRODUCT,1
2357,3276,Volume 2,PRODUCT,1
2358,3277,Vox,PERSON,1
2359,3278,Voyager Therapeutics,ORG,1
2360,3279,W. Y. et al.,PERSON,1
2361,3283,"Washington, DC",GPE,1
2362,3296,William,PERSON,1
2363,3285,WeGene,ORG,1
2364,3287,Wellcome,ORG,1
2365,3289,Wen Wang,PERSON,1
2366,3290,Wenting Li et al.,PERSON,1
2367,3291,Wenting et al.,PERSON,1
2368,3292,Wenxin Fan,PERSON,1
2369,3293,Western,NORP,1
2370,3294,Wieczorek,PERSON,1
2371,3295,Wilhelm,PERSON,1
2372,3323,Yale Environment,ORG,1
2373,3325,Yaniv et al.,PERSON,1
2374,3380,about 0.9 gigatons,QUANTITY,1
2375,3326,Yasmin A. Jodat et al.,PERSON,1
2376,3358,a few decades,DATE,1
2377,3359,a few weeks,DATE,1
2378,3360,a few years ago,DATE,1
2379,3361,a megabyte,QUANTITY,1
2380,3362,a single megabyte,QUANTITY,1
2381,3363,a week,DATE,1
2382,3365,about $1.7 trillion,MONEY,1
2383,3366,"about $100,000",MONEY,1
2384,3367,about $11,MONEY,1
2385,3368,about $130 billion to $350 billion,MONEY,1
2386,3369,about $2 billion to $4 billion,MONEY,1
2387,3370,about $200 billion to $300 billion,MONEY,1
2388,3371,about $3 billion,MONEY,1
2389,3372,about $300 billion,MONEY,1
2390,3373,about $40 billion to $125 billion,MONEY,1
2391,3374,about $400 billion and $900 billion,MONEY,1
2392,3375,about $400 million,MONEY,1
2393,3376,about $500,MONEY,1
2394,3377,about $870 million,MONEY,1
2395,3378,about 0.9 gigaton,QUANTITY,1
2396,3379,about 0.9 gigatonnes,CARDINAL,1
2397,3356,Zymergen,PERSON,1
2398,3354,Zymergen,FAC,1
2399,3353,Zwolan,PERSON,1
2400,3336,Yukako Yokota,PERSON,1
2401,3327,Yasmin A. et al.,PERSON,1
2402,3328,Years ago,DATE,1
2403,3329,Yong,PERSON,1
2404,3330,Yong Cheng,PERSON,1
2405,3331,Yoon Jin et al.,PERSON,1
2406,3332,Ysabel Jacob et al.,PERSON,1
2407,3333,Ysabel et al.,PERSON,1
2408,3334,Yuan Gao,PERSON,1
2409,3335,Yuen-Ting Wong,PERSON,1
2410,3337,Yuval,PERSON,1
2411,3352,Zolgensma,ORG,1
2412,3338,Yuval Eshed,PERSON,1
2413,3339,Yáñez,PERSON,1
2414,3340,ZDNet,ORG,1
2415,3342,Zafer,PERSON,1
2416,3345,Zhang,PERSON,1
2417,3346,Zhiguang Zhu et al.,PERSON,1
2418,3347,Zhou Tailai,PERSON,1
2419,3349,Ziad Obermeyer et al.,PERSON,1
2420,3350,Ziad et al.,PERSON,1
2421,2423,Megan A.,PERSON,1
2422,1997,Jennifer Nyberg,PERSON,1
2423,2421,"Medicine, Report",ORG,1
2424,985,"April 17, 2016",DATE,1
2425,989,April 2002,DATE,1
2426,992,April 2012,DATE,1
2427,1001,Aptekar,PERSON,1
2428,1002,AquAdvantage,ORG,1
2429,1003,AquaBounty,ORG,1
2430,1005,Aquafil Global,ORG,1
2431,1006,Arabidopsis,PRODUCT,1
2432,1007,Archana Maganti,PERSON,1
2433,1009,Argentine,NORP,1
2434,1010,Argus II,ORG,1
2435,1011,Ariel Schwartz,PERSON,1
2436,1012,Arnold,PERSON,1
2437,1013,Around 400,CARDINAL,1
2438,1014,Arshad,PERSON,1
2439,1015,Artemis,PRODUCT,1
2440,1017,As much as 60 percent,PERCENT,1
2441,1018,Ashkenazi,NORP,1
2442,1019,Ashley van Heteren,PERSON,1
2443,1020,Ashok K. Shetty et al.,PERSON,1
2444,1021,Ashok K. et al.,PERSON,1
2445,1022,Associated Press,ORG,1
2446,987,"April 19, 1965",DATE,1
2447,984,"April 14, 2015",DATE,1
2448,830,A. J.,PERSON,1
2449,983,"April 12, 2019",DATE,1
2450,955,Anita Thapar,PERSON,1
2451,956,Anja Ehrhardt,ORG,1
2452,957,Ankur Agrawal,PERSON,1
2453,960,Anna Buchman,PERSON,1
2454,962,Anna Vesnina et al.,PERSON,1
2455,963,Anna et al.,PERSON,1
2456,964,Anneke Maxi Pethö-Schramm,PERSON,1
2457,965,Annette E.,PERSON,1
2458,966,Annette E. Hay,PERSON,1
2459,968,Annual Review of Immunology,ORG,1
2460,969,Anthony,PERSON,1
2461,971,Antoinette J. et al.,PERSON,1
2462,973,Anu Madgavkar,PERSON,1
2463,974,Anu Sharma,PERSON,1
2464,975,Apollo,ORG,1
2465,976,Applications,PRODUCT,1
2466,977,Applying the Bio Revolution for broad,WORK_OF_ART,1
2467,978,April,DATE,1
2468,979,April 1,DATE,1
2469,980,"April 1, 2019",DATE,1
2470,981,"April 11, 2019",DATE,1
2471,1023,Astrid Sandoval,PERSON,1
2472,1024,At least 45 percent,PERCENT,1
2473,1025,Atala,PERSON,1
2474,1026,Atlantic,GPE,1
2475,1066,Aysu Okbay et al.,FAC,1
2476,1067,Aysu et al.,GPE,1
2477,1070,BGI,ORG,1
2478,1071,BGI Genomics,ORG,1
2479,1072,BMB Reports,ORG,1
2480,1075,BRAIN Initiative,ORG,1
2481,1076,BRCA1,PRODUCT,1
2482,1077,BRCA1,WORK_OF_ART,1
2483,1079,Barack Obama,PERSON,1
2484,1080,Barrett,PERSON,1
2485,1081,Basepaws,PERSON,1
2486,1082,Basic Research Department,ORG,1
2487,1083,Bastin,PERSON,1
2488,1085,Bayer CropScience,PERSON,1
2489,1087,Benenson,PERSON,1
2490,1089,Benjamin Chain,PERSON,1
2491,1090,Bennett,PERSON,1
2492,1091,Berkeley Lab,ORG,1
2493,1092,Bernadette,PERSON,1
2494,1094,Bert et al.,PERSON,1
2495,1095,Bertrand C. Y.,PERSON,1
2496,1064,Axovant,PERSON,1
2497,1063,Avnish Nitin et al.,PERSON,1
2498,1062,Avnish Nitin Mistry et al.,PRODUCT,1
2499,1047,August 31,DATE,1
2500,1028,"August
            2002",DATE,1
2501,1029,"August 12, 2019",DATE,1
2502,1030,"August 16, 2017",DATE,1
2503,1031,"August 20, 2018",DATE,1
2504,1032,August 2002,DATE,1
2505,1035,August 2011,DATE,1
2506,1038,August 2015,DATE,1
2507,1043,"August 26, 2012",DATE,1
2508,1046,August 30,DATE,1
2509,1050,"August 6, 2012",DATE,1
2510,1061,Avnish Nitin Mistry et al.,NORP,1
2511,1051,"August 6, 2018",DATE,1
2512,1052,"August 6, 2019",DATE,1
2513,1053,"August 7, 2017",DATE,1
2514,1055,Australian,NORP,1
2515,1056,Australian Law Reform Commission,ORG,1
2516,1057,Avastin,PERSON,1
2517,1058,AveXis,ORG,1
2518,1059,Aviv Regev et al.,GPE,1
2519,1060,Aviv et al.,GPE,1
2520,954,Anita,PERSON,1
2521,953,Animal Conservation,ORG,1
2522,951,Ania Wieczorek,ORG,1
2523,897,Ali et al.,PERSON,1
2524,869,"Agricultural
          Innovation for Family Farmers",ORG,1
2525,870,"Agricultural Innovation
",EVENT,1
2526,872,Agriculture                                      Energy,ORG,1
2527,873,Ainscough,GPE,1
2528,874,"Alan
           Boyle",PERSON,1
2529,875,Alan C. Moss,PERSON,1
2530,876,Alan D. T.,PERSON,1
2531,877,Alan D. T. Barrett,PERSON,1
2532,878,Alastair Jamieson,PERSON,1
2533,880,Aldehri,PERSON,1
2534,881,Aleix,PERSON,1
2535,882,Aleix Prat,PERSON,1
2536,883,Alejandra Martins,PERSON,1
2537,885,Aleksandra A.,PERSON,1
2538,887,Alesia,PERSON,1
2539,888,Alesia Levanova,PERSON,1
2540,889,Alex Fox,PERSON,1
2541,891,Alexander,PERSON,1
2542,892,Alexander Green,PERSON,1
2543,893,Alexander Titus,PERSON,1
2544,894,Alexander et al.,PERSON,1
2545,868,Agrawal,PERSON,1
2546,867,Aging and Disease,WORK_OF_ART,1
2547,866,"Aging
      and Disease",WORK_OF_ART,1
2548,846,About three-quarters,CARDINAL,1
2549,833,A2,PRODUCT,1
2550,834,AI,GPE,1
2551,836,ALRC,ORG,1
2552,837,AOB,PERSON,1
2553,838,AOBiome,EVENT,1
2554,840,AOBiome Therapeutics,ORG,1
2555,843,Abbvie,ORG,1
2556,844,Abdul Shaban,PERSON,1
2557,845,Abhi Patangay,PERSON,1
2558,849,Access,ORG,1
2559,862,Afghanistan,GPE,1
2560,851,Acha Leke,PERSON,1
2561,852,Achim Berg,PERSON,1
2562,853,Acta Psychologica,ORG,1
2563,854,Acta Psychologica Sinica,PERSON,1
2564,855,Adam,PERSON,1
2565,856,Adam Feinberg,PERSON,1
2566,857,Adam Gault,PERSON,1
2567,859,Adam Lucy,PERSON,1
2568,860,Aditi Ramdorai,PERSON,1
2569,896,Ali Mortazavi et al.,PERSON,1
2570,898,Alice,PERSON,1
2571,950,Ania,PERSON,1
2572,899,Alice Maria et al.,PERSON,1
2573,927,Amy Dockser Marcus,PERSON,1
2574,928,Amyris,GPE,1
2575,929,Amyris,PERSON,1
2576,930,"An estimated 10,000",CARDINAL,1
2577,931,"An estimated 700,000",CARDINAL,1
2578,933,Analytical and Bioanalytical Chemistry,ORG,1
2579,934,Ancestry Health,ORG,1
2580,935,Andersson,PERSON,1
2581,936,Andras Forgacs,PERSON,1
2582,937,Andreas Jaegle,PERSON,1
2583,938,Andrej,PERSON,1
2584,939,Andrew Hessel,PERSON,1
2585,940,Andrew J. et al.,PERSON,1
2586,941,Andrew R. Scott,PERSON,1
2587,942,Androulla N.,PERSON,1
2588,943,Androulla N. Miliotou,PERSON,1
2589,944,André Dua,PERSON,1
2590,945,Andrés Cadena,PERSON,1
2591,946,Andy Coughlan,PERSON,1
2592,948,Angela McDonald,PERSON,1
2593,949,Angrisani,ORG,1
2594,926,Amy,PERSON,1
2595,925,"Amsterdam
",ORG,1
2596,924,Amsterdam,GPE,1
2597,910,Amazon,ORG,1
2598,900,Alice Melão,PERSON,1
2599,901,Alice Yuen-Ting Wong,PERSON,1
2600,903,Alicia R. et al.,PERSON,1
2601,904,Alkahest,FAC,1
2602,905,Allergan,ORG,1
2603,906,Allie Wilkinson,PERSON,1
2604,907,Allyse,ORG,1
2605,908,AlphaFold,ORG,1
2606,909,Alvaro,PERSON,1
2607,911,Amazon Fresh,ORG,1
2608,923,Amitabh,ORG,1
2609,912,Ambercycle,ORG,1
2610,913,Amelia Lucas,PERSON,1
2611,915,American Cancer Society,ORG,1
2612,916,American Hair Loss Association,ORG,1
2613,917,"American Journal of Tropical Medicine
           ",ORG,1
2614,918,American Journal of Tropical Medicine and Hygiene,ORG,1
2615,919,American Medical Informatics Association,ORG,1
2616,920,American Transplant Foundation,ORG,1
2617,922,Amirah Al Idrus,PERSON,1
2618,1096,Bertrand C. Y. Collard,PERSON,1
2619,1097,BetaSpace,PERSON,1
2620,1099,Between 2000 and 2017,DATE,1
2621,1290,Chilukuri,ORG,1
2622,1266,"Cellular
            ",LAW,1
2623,1267,Cellulosic,ORG,1
2624,1268,"Center, Marine Corps Tactical Systems",ORG,1
2625,1269,Centers for Disease Control and Prevention,ORG,1
2626,1270,Chad,GPE,1
2627,1271,Chad Presher,PERSON,1
2628,1272,Challice L. et al.,PERSON,1
2629,1273,Champer,ORG,1
2630,1274,"Champer, Jackson",ORG,1
2631,1275,Chan,PERSON,1
2632,1276,Chan Zuckerberg,PERSON,1
2633,1278,Charleston Noble,PERSON,1
2634,1279,Chase Mizzell,ORG,1
2635,1280,"Cheating evolution: Engineering
gene drives to manipulate the fate of wild populations",WORK_OF_ART,1
2636,1281,Checkpoint,ORG,1
2637,1282,Chemical,ORG,1
2638,1283,"Chemical
Science",WORK_OF_ART,1
2639,1285,Chemical Research,ORG,1
2640,1286,Chemical Science,ORG,1
2641,1287,Cheng,PERSON,1
2642,1288,Cheryl Hogue,PERSON,1
2643,1264,Cell Stem Cell,WORK_OF_ART,1
2644,1262,Cell & Gene,ORG,1
2645,1261,"Cell
      Stem Cell",WORK_OF_ART,1
2646,1245,Carrie,PERSON,1
2647,1233,Cardea,ORG,1
2648,1234,Caribou Biosciences,ORG,1
2649,1236,Carlo C. Campa et al.,PERSON,1
2650,1237,Carmen S. M. et al.,PERSON,1
2651,1239,"Carnegie Mellon
     University",ORG,1
2652,1241,Carol A. Gilchrist et al.,PERSON,1
2653,1242,Carol A. et al.,PERSON,1
2654,1243,Carol Eunmi,PERSON,1
2655,1244,Carol Eunmi Lee,PERSON,1
2656,1246,Carrie Arnold,PERSON,1
2657,1260,Cathy Siegner,PERSON,1
2658,1247,Carrier,ORG,1
2659,1248,Carroll,PERSON,1
2660,1249,Cas,ORG,1
2661,1250,Cas12a,CARDINAL,1
2662,1254,Cassava Virus Action Project,ORG,1
2663,1255,Cassiana S. De Sousa et al.,PERSON,1
2664,1256,Cassiana S. et al.,PERSON,1
2665,1257,Catherine,PERSON,1
2666,1259,Catherine Saint Louis,PERSON,1
2667,1289,Chichagova,ORG,1
2668,1293,Chivot,ORG,1
2669,1231,Capogrosso,PERSON,1
2670,1294,Chloe Rivera,PERSON,1
2671,1321,Claudia,PERSON,1
2672,1322,Claudia Parisi,PERSON,1
2673,1323,Claudia Rossi et al.,PERSON,1
2674,1327,"Clinical Cancer
      Research",ORG,1
2675,1328,Clinical Cancer Research,ORG,1
2676,1329,Clinical Trials Arena,ORG,1
2677,1330,Clinicaltrials.gov,ORG,1
2678,1332,"Cogent Food &
      Agriculture",ORG,1
2679,1334,"Cold
Spring Harbor Perspectives in Medicine",WORK_OF_ART,1
2680,1335,Cold Spring Harbor Perspectives,WORK_OF_ART,1
2681,1336,Cold Spring Harbor Perspectives in Medicine,WORK_OF_ART,1
2682,1337,Colin Pitchfork,PERSON,1
2683,1339,Computational and Structural Biotechnology Journal,ORG,1
2684,1340,"Computer
",ORG,1
2685,1341,Computer World,ORG,1
2686,1342,"Contemporary Issues in
Communication Science and Disorders",ORG,1
2687,1343,Contemporary Issues in Communication Science,ORG,1
2688,1344,Control,PRODUCT,1
2689,1345,Conçalves,ORG,1
2690,1346,Coppé,PERSON,1
2691,1347,"Copyright © McKinsey & Company
",ORG,1
2692,1320,Clare E.,PERSON,1
2693,1319,Circulation Research,ORG,1
2694,1318,Circulating                         DNA/RNA,PRODUCT,1
2695,1305,Christina M. et al.,PERSON,1
2696,1295,Choi,PERSON,1
2697,1297,Chris Daehnick,PERSON,1
2698,1298,Chris Eakins,PERSON,1
2699,1299,Chris Lo,PERSON,1
2700,1300,Chris Woodford,PERSON,1
2701,1301,Christer Jansson et al.,PERSON,1
2702,1302,Christer et al.,PERSON,1
2703,1303,Christie Rizk,PERSON,1
2704,1304,Christina,PERSON,1
2705,1306,Christine W. Duarte et al.,PERSON,1
2706,1317,Circulating                          DNA/RNA,PRODUCT,1
2707,1307,Christine W. et al.,PERSON,1
2708,1308,Christopher,PERSON,1
2709,1309,Christopher Gorman,PERSON,1
2710,1310,Christopher N. Takahashi et al.,PERSON,1
2711,1311,Christopher N. et al.,PERSON,1
2712,1312,Christopher W.,PERSON,1
2713,1313,Christopher W. Peterson,PERSON,1
2714,1315,Chrysi et al.,PERSON,1
2715,1316,Circular Fibres Initiative,ORG,1
2716,1232,Captures,PRODUCT,1
2717,1230,"Capillary
                                                           Gel",PRODUCT,1
2718,1100,Between 2013 and 2017,DATE,1
2719,1166,Brian K. Kennedy et al.,PERSON,1
2720,1132,Biosensors,ORG,1
2721,1135,Biossance,GPE,1
2722,1136,Biosystems,ORG,1
2723,1140,Bitbrain,ORG,1
2724,1141,Black Hills Partners,GPE,1
2725,1142,Blaine,PERSON,1
2726,1143,Blauwkamp,ORG,1
2727,1145,Bloomberg/Getty,ORG,1
2728,1147,Bo Yang et al.,PERSON,1
2729,1149,Board on Life Sciences,ORG,1
2730,1150,Boca Raton,GPE,1
2731,1151,Boletín Médico del Hospital,ORG,1
2732,1152,Boston Scientific,ORG,1
2733,1153,Box 1,PRODUCT,1
2734,1154,"Box 1
     ",PRODUCT,1
2735,1156,Boyang Zhang et al.,PERSON,1
2736,1157,Boyang et al.,PERSON,1
2737,1159,Brain,ORG,1
2738,1160,Brandon D.,PERSON,1
2739,1161,Brandon D. Gaytán,PERSON,1
2740,1163,Breastcancer.org,ORG,1
2741,1131,Bioroutes,ORG,1
2742,1130,Bioresource Technology,ORG,1
2743,1128,Biomolecules   Enhanced,PRODUCT,1
2744,1111,Biocomputers,PERSON,1
2745,1101,Beyond,ORG,1
2746,1102,Bia Bezamat,PERSON,1
2747,1103,Bill Wiseman,PERSON,1
2748,1104,Billie Lianoglou,PERSON,1
2749,1106,"Bio Revolution)2
                                                                                                                    ",ORG,1
2750,1107,Bio-Engineering:,ORG,1
2751,1108,"Bio-Engineering: Towards Improving Quality of Life, Volume 2",ORG,1
2752,1109,Bio4Comp,FAC,1
2753,1110,Bioanalytical Chemistry,ORG,1
2754,1112,Biocomputing,PRODUCT,1
2755,1125,Biomedical and Health Sciences,ORG,1
2756,1113,Bioethics,FAC,1
2757,1114,Biofoundries,ORG,1
2758,1115,"Biofuels


 Acceleration",ORG,1
2759,1116,"Bioinform, March 1, 2018",DATE,1
2760,1117,Bioinformatic,NORP,1
2761,1118,Biological Research for Nursing,ORG,1
2762,1119,Biological Sciences,ORG,1
2763,1123,"Biomedical Data
",ORG,1
2764,1124,Biomedical Ethics,ORG,1
2765,1164,Brenda,PERSON,1
2766,1167,Brian K. et al.,PERSON,1
2767,1229,Cap,PERSON,1
2768,1168,Britain,GPE,1
2769,1199,CO 2,FAC,1
2770,1200,CO 2,LOC,1
2771,1201,CO 2,PRODUCT,1
2772,1202,CO 2 equivalents—95,ORG,1
2773,1204,CRC Press,ORG,1
2774,1206,CRISPR Therapeutics,ORG,1
2775,1209,CRISPR.131,ORG,1
2776,1210,"CRISPR/Cas
      ",ORG,1
2777,1211,"CRISPR/Cas
     systems",ORG,1
2778,1212,CRISPR/Cas systems,ORG,1
2779,1213,CRISPR/Cas9-mediated,ORG,1
2780,1214,CT,GPE,1
2781,1215,CTRL-Labs,ORG,1
2782,1216,Caixin Global,WORK_OF_ART,1
2783,1217,Calgene,PERSON,1
2784,1221,Cambrian Biopharma Ventures,PERSON,1
2785,1222,Cambridge,GPE,1
2786,1223,"Cambridge University
Press",ORG,1
2787,1226,Cancer,ORG,1
2788,1227,"Cancer Research
Institute",ORG,1
2789,1228,"Cancer, Our World",WORK_OF_ART,1
2790,1196,CKGSB Knowledge,ORG,1
2791,1194,CBInsights,ORG,1
2792,1193,CBC News,ORG,1
2793,1180,Burger King,ORG,1
2794,1170,British Journal of Cancer,ORG,1
2795,1171,British Medical Journal,ORG,1
2796,1172,"Brodsky, Arthur N.",ORG,1
2797,1174,Brossard,GPE,1
2798,1175,Brown,PERSON,1
2799,1176,Bruce E. Logan et al.,PERSON,1
2800,1177,Bruce E. et al.,PERSON,1
2801,1178,Bruening,PERSON,1
2802,1179,Buchman,PERSON,1
2803,1181,Business Insider,ORG,1
2804,1192,CB Insights,ORG,1
2805,1182,Business Wire,ORG,1
2806,1183,Béatrice et al.,PERSON,1
2807,1184,C. Landis,PERSON,1
2808,1185,C. Manzoni et al.,PERSON,1
2809,1186,C. elegans,PERSON,1
2810,1187,CAR,ORG,1
2811,1188,CAR T-cell therapy of solid tumors,WORK_OF_ART,1
2812,1190,CAR T‑cell,WORK_OF_ART,1
2813,1191,CAR T‑cells:,WORK_OF_ART,1
2814,832,A1,CARDINAL,1
2815,828,9th,ORDINAL,1
2816,1349,CoreBiome,ORG,1
2817,211,181,CARDINAL,1
2818,218,187,CARDINAL,1
2819,219,1881,DATE,1
2820,220,189,CARDINAL,1
2821,222,"19


",PERCENT,1
2822,223,"19
                                           ",DATE,1
2823,226,190,CARDINAL,1
2824,227,191,CARDINAL,1
2825,228,192,CARDINAL,1
2826,229,193,CARDINAL,1
2827,230,194,CARDINAL,1
2828,231,195,CARDINAL,1
